Filename,ClassId,Pred,Conf
6001,Limit 30km,Limit 30km,1.000000
6002,Double curve,Double curve,0.999995
6003,Limit 80km,Limit 80km,0.999993
6004,Give right to pass,Give right to pass,1.000000
6005,Limit 50km,Limit 50km,1.000000
6006,Mandatory step to the right,Mandatory step to the right,0.999999
6007,Limit 50km,Limit 50km,1.000000
6008,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999994
6009,Limit 80km,Limit 80km,0.999999
6010,Mandatory step to the right,Mandatory step to the right,0.999998
6011,Left turn mandatory,Left turn mandatory,0.999923
6012,No overtaking,No overtaking,1.000000
6013,Wrong way,Wrong way,1.000000
6014,Traffic light,Traffic light,0.999981
6015,Men at work,Men at work,1.000000
6016,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999887
6017,Right of way,Right of way,1.000000
6018,Wrong way,Wrong way,1.000000
6019,Pedestrian crossing,Pedestrian crossing,0.999967
6020,Mandatory direction straight,Mandatory direction straight,0.999998
6021,Directions right and straight,Directions right and straight,0.999937
6022,Cycle crossing,Cycle crossing,0.999992
6023,Limit 120km,Limit 120km,1.000000
6024,Wild animals,Wild animals,1.000000
6025,Limit 80km,Limit 80km,1.000000
6026,Transit prohibition,Transit prohibition,1.000000
6027,Danger of bumps,Danger of bumps,0.999892
6028,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999988
6029,School,School,0.999977
6030,Men at work,Men at work,1.000000
6031,Right of way,Right of way,1.000000
6032,Limit 120km,Limit 120km,0.999989
6033,Limit 120km,Limit 120km,0.999915
6034,No overtaking,No overtaking,1.000000
6035,Intersection with right of way,Intersection with right of way,0.999998
6036,Limit 30km,Limit 30km,1.000000
6037,Wrong way,Wrong way,0.999997
6038,Cycle crossing,Cycle crossing,0.999825
6039,Mandatory step to the right,Mandatory step to the right,1.000000
6040,Limit 50km,Limit 50km,0.999982
6041,Directions right and straight,Directions right and straight,0.999998
6042,Snow,Snow,0.999998
6043,Men at work,Men at work,1.000000
6044,Snow,Snow,0.999999
6045,Limit 30km,Limit 30km,0.999998
6046,Limit 120km,Limit 120km,0.999961
6047,Give right to pass,Give right to pass,0.999997
6048,Mandatory step to the right,Mandatory step to the right,1.000000
6049,Limit 30km,Limit 30km,1.000000
6050,Limit 80km,Limit 80km,0.999998
6051,Cycle crossing,Cycle crossing,0.999997
6052,Intersection with right of way,Intersection with right of way,0.999991
6053,Generic danger,Generic danger,0.999773
6054,Limit 80km,Limit 80km,1.000000
6055,Intersection with right of way,Intersection with right of way,1.000000
6056,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
6057,Limit 70km,Limit 70km,1.000000
6058,Transit prohibition,Transit prohibition,0.999998
6059,Right of way,Right of way,1.000000
6060,Limit 100km,Limit 100km,0.999998
6061,Double curve,Double curve,0.999999
6062,Mandatory step to the right,Mandatory step to the right,1.000000
6063,School,School,0.948409
6064,Give right to pass,Give right to pass,1.000000
6065,Limit 50km,Limit 50km,1.000000
6066,Limit 100km,Limit 100km,1.000000
6067,Right of way,Right of way,1.000000
6068,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
6069,Limit 30km,Limit 30km,0.999992
6070,Mandatory direction straight,Mandatory direction straight,1.000000
6071,Limit 30km,Limit 30km,1.000000
6072,Limit 120km,Limit 120km,0.999998
6073,Mandatory step to the right,Mandatory step to the right,1.000000
6074,Men at work,Men at work,1.000000
6075,Give right to pass,Give right to pass,1.000000
6076,Snow,Snow,1.000000
6077,Men at work,Men at work,0.999998
6078,Transit prohibition,Transit prohibition,1.000000
6079,Right of way,Right of way,0.999997
6080,Limit 120km,Limit 120km,0.999993
6081,Wrong way,Wrong way,1.000000
6082,Mandatory step to the right,Mandatory step to the right,1.000000
6083,End of no overtaking,End of no overtaking,0.999957
6084,Wild animals,Wild animals,0.999996
6085,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
6086,Men at work,Men at work,0.999999
6087,Limit 30km,Limit 30km,0.999998
6088,Stop,Stop,0.999996
6089,Stop,Stop,0.999996
6090,Wrong way,Wrong way,1.000000
6091,Danger of slipping,Danger of slipping,0.999698
6092,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
6093,Traffic light,Traffic light,1.000000
6094,Wild animals,Wild animals,0.999784
6095,Limit 80km,Limit 80km,0.999969
6096,Directions right and straight,Directions right and straight,0.999997
6097,Stop,Stop,0.999994
6098,Limit 70km,Limit 70km,1.000000
6099,Limit 50km,Limit 50km,0.999983
6100,Limit 70km,Limit 70km,1.000000
6101,Limit 100km,Limit 100km,0.999999
6102,Dangerous right curve,Dangerous right curve,0.999787
6103,Left turn mandatory,Left turn mandatory,0.999992
6104,Limit 30km,Limit 30km,0.999998
6105,Double curve,Double curve,0.999986
6106,Stop,Stop,0.999998
6107,Limit 70km,Limit 70km,1.000000
6108,Give right to pass,Give right to pass,1.000000
6109,End limit 80km,End limit 80km,0.999999
6110,Traffic light,Traffic light,0.999989
6111,Mandatory step to the left,Mandatory step to the left,0.999985
6112,Intersection with right of way,Intersection with right of way,0.999998
6113,Right turn mandatory,Right turn mandatory,0.999941
6114,Snow,Snow,1.000000
6115,Limit 50km,Limit 50km,1.000000
6116,Limit 60km,Limit 60km,1.000000
6117,Right turn mandatory,Right turn mandatory,0.999998
6118,Limit 30km,Limit 30km,1.000000
6119,Roundabout,Roundabout,0.999926
6120,Limit 30km,Limit 30km,0.999999
6121,Cycle crossing,Cycle crossing,0.999289
6122,Give right to pass,Give right to pass,1.000000
6123,Danger of slipping,Danger of slipping,0.999995
6124,Generic danger,Generic danger,0.999994
6125,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
6126,Mandatory direction straight,Mandatory direction straight,0.999999
6127,Limit 30km,Limit 30km,1.000000
6128,Transit prohibition,Transit prohibition,1.000000
6129,Double curve,Double curve,0.999998
6130,Stop,Stop,1.000000
6131,Limit 60km,Limit 60km,1.000000
6132,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
6133,Mandatory direction straight,Mandatory direction straight,0.999999
6134,Right of way,Right of way,1.000000
6135,No overtaking,No overtaking,1.000000
6136,Right turn mandatory,Right turn mandatory,0.999986
6137,Wrong way,Wrong way,1.000000
6138,Right of way,Right of way,1.000000
6139,Men at work,Men at work,1.000000
6140,Generic danger,Generic danger,1.000000
6141,Limit 70km,Limit 70km,0.999999
6142,Wild animals,Wild animals,0.999999
6143,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
6144,Intersection with right of way,Intersection with right of way,0.999995
6145,Limit 80km,Limit 80km,1.000000
6146,Cycle crossing,Cycle crossing,0.999573
6147,Intersection with right of way,Intersection with right of way,0.999789
6148,Limit 80km,Limit 80km,0.999999
6149,Stop,Stop,1.000000
6150,Transit prohibition,Transit prohibition,0.999997
6151,Limit 80km,Limit 80km,1.000000
6152,Mandatory step to the right,Mandatory step to the right,1.000000
6153,Stop,Stop,0.999997
6154,Stop,Stop,1.000000
6155,Limit 70km,Limit 70km,1.000000
6156,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
6157,Right of way,Right of way,1.000000
6158,Limit 50km,Limit 50km,1.000000
6159,Give right to pass,Give right to pass,1.000000
6160,Wrong way,Wrong way,0.999978
6161,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999993
6162,Limit 70km,Limit 70km,1.000000
6163,Limit 80km,Limit 80km,1.000000
6164,Limit 70km,Limit 70km,1.000000
6165,No overtaking,No overtaking,0.999992
6166,Limit 20km,Limit 20km,0.999149
6167,Limit 120km,Limit 120km,0.999987
6168,Wild animals,Wild animals,1.000000
6169,Limit 70km,Limit 70km,0.999895
6170,End of no overtaking,End of no overtaking,0.999878
6171,Double curve,Double curve,0.999992
6172,Dangerous right curve,Dangerous right curve,0.999998
6173,Men at work,Men at work,1.000000
6174,Stop,Stop,1.000000
6175,Limit 30km,Limit 30km,1.000000
6176,Limit 50km,Limit 50km,0.999999
6177,Intersection with right of way,Intersection with right of way,1.000000
6178,Double curve,Double curve,0.999996
6179,Intersection with right of way,Intersection with right of way,1.000000
6180,Generic danger,Generic danger,0.999999
6181,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
6182,Limit 80km,Limit 80km,0.999999
6183,Right of way,Right of way,0.999999
6184,Give right to pass,Give right to pass,1.000000
6185,Wild animals,Wild animals,0.999991
6186,Right of way,Right of way,1.000000
6187,Generic danger,Generic danger,1.000000
6188,Limit 60km,Limit 60km,0.999996
6189,Limit 50km,Limit 50km,0.999996
6190,Right of way,Right of way,0.999998
6191,Give right to pass,Give right to pass,1.000000
6192,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999920
6193,Limit 60km,Limit 60km,0.999976
6194,Limit 50km,Limit 50km,1.000000
6195,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
6196,Limit 80km,Limit 80km,1.000000
6197,Wild animals,Wild animals,0.999999
6198,Right of way,Right of way,0.999996
6199,Limit 70km,Limit 70km,0.997872
6200,Stop,Stop,1.000000
6201,Wrong way,Wrong way,1.000000
6202,Wrong way,Wrong way,0.999999
6203,Give right to pass,Give right to pass,1.000000
6204,Wrong way,Wrong way,0.999991
6205,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999995
6206,Wild animals,Wild animals,1.000000
6207,Intersection with right of way,Intersection with right of way,0.999998
6208,Traffic light,Traffic light,0.999995
6209,Give right to pass,Give right to pass,0.999215
6210,Dangerous left curve,Dangerous left curve,0.999922
6211,Give right to pass,Give right to pass,1.000000
6212,Limit 100km,Limit 100km,0.999996
6213,Give right to pass,Give right to pass,1.000000
6214,Limit 50km,Limit 50km,1.000000
6215,Generic danger,Generic danger,0.999997
6216,Limit 120km,Limit 120km,0.999547
6217,Limit 100km,Limit 100km,1.000000
6218,Limit 30km,Limit 30km,1.000000
6219,No overtaking,No overtaking,1.000000
6220,Mandatory step to the right,Mandatory step to the right,1.000000
6221,No overtaking,No overtaking,0.999998
6222,No overtaking,No overtaking,1.000000
6223,Give right to pass,Give right to pass,0.999999
6224,Give right to pass,Give right to pass,1.000000
6225,Limit 30km,Limit 30km,1.000000
6226,Limit 30km,Limit 30km,0.999998
6227,Limit 120km,Limit 120km,0.999990
6228,Limit 50km,Limit 50km,1.000000
6229,Limit 120km,Limit 120km,0.999992
6230,Give right to pass,Give right to pass,1.000000
6231,Mandatory step to the right,Mandatory step to the right,1.000000
6232,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
6233,Limit 100km,Limit 100km,0.999998
6234,Generic danger,Generic danger,0.999694
6235,Limit 50km,Limit 50km,0.999993
6236,Stop,Stop,1.000000
6237,Mandatory step to the right,Mandatory step to the right,1.000000
6238,Limit 80km,Limit 80km,1.000000
6239,Mandatory step to the right,Mandatory step to the right,1.000000
6240,Right of way,Right of way,1.000000
6241,Men at work,Men at work,1.000000
6242,Limit 80km,Limit 80km,0.999999
6243,Give right to pass,Give right to pass,1.000000
6244,Men at work,Men at work,1.000000
6245,Intersection with right of way,Intersection with right of way,0.999914
6246,Generic danger,Generic danger,0.999989
6247,Limit 80km,Limit 80km,1.000000
6248,Stop,Stop,1.000000
6249,Right of way,Right of way,1.000000
6250,Give right to pass,Give right to pass,1.000000
6251,Limit 80km,Limit 80km,1.000000
6252,Give right to pass,Give right to pass,1.000000
6253,No overtaking,No overtaking,1.000000
6254,Give right to pass,Give right to pass,1.000000
6255,Intersection with right of way,Intersection with right of way,0.999989
6256,Men at work,Men at work,1.000000
6257,Limit 100km,Limit 100km,0.999999
6258,Right of way,Right of way,0.999996
6259,Mandatory direction straight,Mandatory direction straight,1.000000
6260,Transit prohibition,Transit prohibition,1.000000
6261,Limit 30km,Limit 30km,0.999997
6262,Limit 60km,Limit 60km,1.000000
6263,Wild animals,Wild animals,0.999998
6264,Wrong way,Wrong way,0.999997
6265,Dangerous right curve,Dangerous right curve,0.999833
6266,Give right to pass,Give right to pass,0.999988
6267,End limit 80km,End limit 80km,0.998976
6268,Limit 120km,Limit 120km,0.999999
6269,Men at work,Men at work,1.000000
6270,Limit 70km,Limit 70km,1.000000
6271,Mandatory step to the right,Mandatory step to the right,1.000000
6272,Generic danger,Generic danger,0.999999
6273,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999997
6274,Directions right and straight,Directions right and straight,0.999992
6275,Wrong way,Wrong way,1.000000
6276,Mandatory step to the right,Mandatory step to the right,1.000000
6277,Give right to pass,Give right to pass,1.000000
6278,Limit 120km,Limit 120km,0.998875
6279,Right of way,Right of way,0.999998
6280,Limit 70km,Limit 70km,0.999975
6281,Limit 30km,Limit 30km,0.999999
6282,Limit 50km,Limit 50km,0.999996
6283,Limit 80km,Limit 80km,0.999999
6284,Wrong way,Wrong way,1.000000
6285,No overtaking,No overtaking,1.000000
6286,Men at work,Men at work,1.000000
6287,Left turn mandatory,Left turn mandatory,0.999991
6288,Cycle crossing,Cycle crossing,0.999999
6289,Mandatory direction straight,Mandatory direction straight,1.000000
6290,Cycle crossing,Cycle crossing,0.999481
6291,Mandatory direction straight,Mandatory direction straight,0.999996
6292,Transit prohibition,Transit prohibition,1.000000
6293,Limit 50km,Limit 50km,0.999999
6294,Mandatory direction straight,Mandatory direction straight,1.000000
6295,Intersection with right of way,Intersection with right of way,0.999994
6296,School,School,0.999992
6297,Traffic light,Traffic light,0.999995
6298,Right of way,Right of way,1.000000
6299,Intersection with right of way,Intersection with right of way,0.999982
6300,Danger of slipping,Danger of slipping,0.999981
6301,Limit 60km,Limit 60km,1.000000
6302,Mandatory direction straight,Mandatory direction straight,1.000000
6303,Men at work,Men at work,0.999997
6304,Mandatory step to the right,Mandatory step to the right,1.000000
6305,Limit 30km,Limit 30km,1.000000
6306,Transit prohibition,Transit prohibition,0.999781
6307,No overtaking,No overtaking,1.000000
6308,Intersection with right of way,Intersection with right of way,1.000000
6309,Limit 100km,Limit 100km,1.000000
6310,Give right to pass,Give right to pass,1.000000
6311,No overtaking,No overtaking,0.999999
6312,Mandatory step to the right,Mandatory step to the right,0.999990
6313,Dangerous right curve,Dangerous right curve,0.999933
6314,Mandatory step to the left,Mandatory step to the left,1.000000
6315,Traffic light,Traffic light,0.999857
6316,Give right to pass,Give right to pass,1.000000
6317,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999705
6318,Intersection with right of way,Intersection with right of way,0.999930
6319,Right of way,Right of way,1.000000
6320,Mandatory step to the right,Mandatory step to the right,1.000000
6321,Left turn mandatory,Left turn mandatory,0.999998
